water_year,month,day,calendar_year,hour,sme2_rh,smf1_rh,smg1_rh,smg2_rh,smm1_rh,smm2_rh
2009,07,23,2009,08,0.18,0.30,0.20,0.19,0.33,0.17
2009,07,23,2009,09,0.18,0.17,0.17,0.16,0.18,0.18
2009,07,23,2009,10,0.16,0.15,0.15,0.15,0.16,0.15
2009,07,23,2009,11,0.16,0.14,0.14,0.15,0.16,0.16
2009,07,23,2009,12,0.15,0.14,0.15,0.15,0.16,0.15
2009,07,23,2009,13,0.14,0.13,0.13,0.14,0.14,0.14
2009,07,23,2009,14,0.15,0.14,0.14,0.14,0.16,0.15
2009,07,23,2009,15,0.15,0.14,0.14,0.14,0.16,0.15
2009,07,23,2009,16,0.14,0.13,0.13,0.13,0.15,0.14
2009,07,23,2009,17,0.20,0.18,0.18,0.19,0.21,0.20
2009,07,23,2009,18,0.25,0.24,0.22,0.23,0.30,0.23
2009,07,23,2009,19,0.26,0.28,0.27,0.25,0.33,0.24
2009,07,23,2009,20,0.20,0.21,0.20,0.19,0.22,0.19
2009,07,23,2009,21,0.22,0.31,0.25,0.22,0.35,0.21
2009,07,23,2009,22,0.26,0.31,0.25,0.25,0.38,0.24
2009,07,23,2009,23,0.28,0.34,0.27,0.27,0.45,0.26
2009,07,24,2009,00,0.28,0.38,0.27,0.27,0.46,0.26
2009,07,24,2009,01,0.29,0.35,0.28,0.28,0.42,0.27
2009,07,24,2009,02,0.30,0.43,0.36,0.32,0.50,0.26
2009,07,24,2009,03,0.28,0.50,0.48,0.30,0.58,0.27
2009,07,24,2009,04,0.32,0.54,0.55,0.34,0.64,0.31
2009,07,24,2009,05,0.32,0.58,0.58,0.37,0.67,0.30
2009,07,24,2009,06,0.32,0.62,0.62,0.38,0.70,0.32
2009,07,24,2009,07,0.36,0.61,0.45,0.35,0.63,0.32
2009,07,24,2009,08,0.34,0.36,0.31,0.31,0.34,0.32
2009,07,24,2009,09,0.31,0.29,0.28,0.29,0.28,0.30
2009,07,24,2009,10,0.27,0.23,0.23,0.24,0.24,0.24
2009,07,24,2009,11,0.22,0.19,0.19,0.20,0.21,0.20
2009,07,24,2009,12,0.19,0.17,0.18,0.18,0.19,0.19
2009,07,24,2009,13,0.18,0.15,0.16,0.16,0.17,0.17
2009,07,24,2009,14,0.15,0.14,0.14,0.14,0.15,0.15
2009,07,24,2009,15,0.13,0.13,0.12,0.13,0.13,0.13
2009,07,24,2009,16,0.13,0.13,0.12,0.13,0.14,0.13
2009,07,24,2009,17,0.14,0.14,0.13,0.13,0.14,0.13
2009,07,24,2009,18,0.14,0.15,0.13,0.13,0.14,0.14
2009,07,24,2009,19,0.16,0.19,0.15,0.15,0.18,0.15
2009,07,24,2009,20,0.24,0.26,0.22,0.22,0.24,0.21
2009,07,24,2009,21,0.26,0.27,0.23,0.24,0.27,0.23
2009,07,24,2009,22,0.25,0.26,0.23,0.24,0.32,0.22
2009,07,24,2009,23,0.25,0.27,0.23,0.24,0.39,0.23
2009,07,25,2009,00,0.26,0.24,0.24,0.24,0.38,0.23
2009,07,25,2009,01,0.27,0.27,0.25,0.26,0.46,0.24
2009,07,25,2009,02,0.27,0.36,0.26,0.27,0.49,0.25
2009,07,25,2009,03,0.25,0.29,0.23,0.25,0.47,0.24
2009,07,25,2009,04,0.26,0.35,0.24,0.25,0.47,0.24
2009,07,25,2009,05,0.33,0.42,0.31,0.33,0.52,0.31
2009,07,25,2009,06,0.40,0.52,0.43,0.38,0.62,0.35
2009,07,25,2009,07,0.38,0.50,0.35,0.33,0.58,0.34
2009,07,25,2009,08,0.31,0.33,0.29,0.30,0.34,0.30
2009,07,25,2009,09,0.30,0.29,0.29,0.29,0.29,0.30
2009,07,25,2009,10,0.29,0.26,0.26,0.27,0.26,0.28
2009,07,25,2009,11,0.25,0.23,0.22,0.23,0.23,0.24
2009,07,25,2009,12,0.20,0.18,0.18,0.19,0.19,0.20
2009,07,25,2009,13,0.16,0.14,0.14,0.14,0.16,0.15
2009,07,25,2009,14,0.15,0.14,0.14,0.14,0.15,0.15
2009,07,25,2009,15,0.14,0.13,0.13,0.13,0.14,0.13
2009,07,25,2009,16,0.13,0.12,0.12,0.13,0.13,0.13
2009,07,25,2009,17,0.13,0.13,0.13,0.13,0.14,0.13
2009,07,25,2009,18,0.13,0.15,0.13,0.13,0.17,0.12
2009,07,25,2009,19,0.14,0.14,0.12,0.13,0.14,0.13
2009,07,25,2009,20,0.30,0.27,0.26,0.27,0.29,0.27
2009,07,25,2009,21,0.33,0.38,0.31,0.32,0.34,0.31
2009,07,25,2009,22,0.34,0.38,0.31,0.32,0.30,0.31
2009,07,25,2009,23,0.33,0.32,0.31,0.32,0.29,0.29
2009,07,26,2009,00,0.30,0.40,0.31,0.33,0.28,0.27
2009,07,26,2009,01,0.26,0.37,0.35,0.26,0.31,0.23
2009,07,26,2009,02,0.30,0.28,0.27,0.28,0.28,0.28
2009,07,26,2009,03,0.41,0.38,0.36,0.39,0.37,0.39
2009,07,26,2009,04,0.46,0.46,0.43,0.43,0.47,0.43
2009,07,26,2009,05,0.44,0.52,0.58,0.44,0.60,0.43
2009,07,26,2009,06,0.46,0.62,0.67,0.45,0.69,0.44
2009,07,26,2009,07,0.43,0.60,0.49,0.40,0.64,0.43
2009,07,26,2009,08,0.36,0.41,0.36,0.36,0.38,0.35
2009,07,26,2009,09,0.34,0.33,0.32,0.33,0.32,0.34
2009,07,26,2009,10,0.31,0.29,0.28,0.30,0.29,0.31
2009,07,26,2009,11,0.27,0.24,0.24,0.26,0.25,0.26
2009,07,26,2009,12,0.24,0.22,0.21,0.23,0.23,0.23
2009,07,26,2009,13,0.21,0.19,0.19,0.20,0.20,0.21
2009,07,26,2009,14,0.18,0.15,0.16,0.17,0.18,0.18
2009,07,26,2009,15,0.16,0.14,0.14,0.16,0.16,0.16
2009,07,26,2009,16,0.16,0.14,0.14,0.15,0.16,0.16
2009,07,26,2009,17,0.17,0.16,0.15,0.16,0.17,0.17
2009,07,26,2009,18,0.17,0.16,0.15,0.16,0.17,0.16
2009,07,26,2009,19,0.16,0.17,0.15,0.15,0.17,0.15
2009,07,26,2009,20,0.16,0.27,0.24,0.17,0.26,0.16
2009,07,26,2009,21,0.24,0.31,0.28,0.23,0.33,0.22
2009,07,26,2009,22,0.33,0.30,0.30,0.30,0.30,0.30
2009,07,26,2009,23,0.44,0.39,0.40,0.41,0.38,0.39
2009,07,27,2009,00,0.46,0.51,0.51,0.43,0.50,0.42
2009,07,27,2009,01,0.49,0.60,0.62,0.44,0.64,0.45
2009,07,27,2009,02,0.55,0.65,0.66,0.53,0.72,0.51
2009,07,27,2009,03,0.55,0.71,0.70,0.56,0.78,0.54
2009,07,27,2009,04,0.55,0.72,0.69,0.58,0.81,0.58
2009,07,27,2009,05,0.57,0.77,0.78,0.63,0.83,0.61
2009,07,27,2009,06,0.57,0.79,0.82,0.57,0.83,0.60
2009,07,27,2009,07,0.55,0.70,0.60,0.53,0.72,0.56
2009,07,27,2009,08,0.54,0.52,0.47,0.51,0.49,0.54
2009,07,27,2009,09,0.51,0.45,0.44,0.48,0.46,0.50
2009,07,27,2009,10,0.45,0.39,0.39,0.43,0.41,0.45
2009,07,27,2009,11,0.42,0.34,0.35,0.39,0.37,0.40
2009,07,27,2009,12,0.36,0.32,0.33,0.35,0.33,0.35
2009,07,27,2009,13,0.33,0.29,0.29,0.32,0.31,0.33
2009,07,27,2009,14,0.30,0.27,0.27,0.29,0.28,0.30
2009,07,27,2009,15,0.28,0.25,0.25,0.27,0.27,0.28
2009,07,27,2009,16,0.28,0.26,0.25,0.28,0.27,0.28
2009,07,27,2009,17,0.27,0.27,0.25,0.27,0.26,0.27
2009,07,27,2009,18,0.26,0.27,0.24,0.26,0.26,0.26
2009,07,27,2009,19,0.28,0.29,0.26,0.26,0.27,0.27
2009,07,27,2009,20,0.31,0.41,0.39,0.30,0.43,0.30
2009,07,27,2009,21,0.31,0.54,0.48,0.31,0.60,0.30
2009,07,27,2009,22,0.33,0.55,0.49,0.33,0.62,0.32
2009,07,27,2009,23,0.36,0.58,0.53,0.35,0.65,0.35
2009,07,28,2009,00,0.41,0.53,0.54,0.40,0.58,0.38
2009,07,28,2009,01,0.45,0.52,0.51,0.43,0.56,0.41
2009,07,28,2009,02,0.44,0.65,0.65,0.46,0.63,0.41
2009,07,28,2009,03,0.38,0.70,0.73,0.50,0.71,0.47
2009,07,28,2009,04,0.52,0.73,0.76,0.51,0.76,0.52
2009,07,28,2009,05,0.56,0.77,0.79,0.55,0.83,0.52
2009,07,28,2009,06,0.54,0.80,0.82,0.58,0.85,0.54
2009,07,28,2009,07,0.56,0.77,0.62,0.50,0.78,0.50
2009,07,28,2009,08,0.48,0.54,0.46,0.47,0.48,0.47
2009,07,28,2009,09,0.46,0.43,0.41,0.44,0.41,0.45
2009,07,28,2009,10,0.37,0.34,0.34,0.36,0.34,0.37
2009,07,28,2009,11,0.33,0.29,0.29,0.30,0.30,0.32
2009,07,28,2009,12,0.30,0.27,0.27,0.29,0.28,0.30
2009,07,28,2009,13,0.27,0.23,0.24,0.26,0.25,0.26
2009,07,28,2009,14,0.24,0.22,0.21,0.23,0.23,0.24
2009,07,28,2009,15,0.20,0.19,0.19,0.20,0.19,0.20
2009,07,28,2009,16,0.18,0.16,0.17,0.18,0.17,0.18
2009,07,28,2009,17,0.20,0.20,0.18,0.20,0.20,0.20
2009,07,28,2009,18,0.21,0.22,0.20,0.21,0.21,0.20
2009,07,28,2009,19,0.21,0.22,0.20,0.20,0.21,0.20
2009,07,28,2009,20,0.27,0.29,0.28,0.26,0.32,0.26
2009,07,28,2009,21,0.31,0.38,0.41,0.29,0.46,0.28
2009,07,28,2009,22,0.34,0.35,0.39,0.30,0.42,0.30
2009,07,28,2009,23,0.38,0.35,0.38,0.35,0.36,0.34
2009,07,29,2009,00,0.39,0.38,0.45,0.36,0.37,0.36
2009,07,29,2009,01,0.40,0.50,0.59,0.38,0.53,0.37
2009,07,29,2009,02,0.41,0.56,0.61,0.40,0.63,0.38
2009,07,29,2009,03,0.43,0.61,0.63,0.41,0.69,0.40
2009,07,29,2009,04,0.40,0.64,0.67,0.44,0.74,0.40
2009,07,29,2009,05,0.37,0.67,0.70,0.44,0.74,0.42
2009,07,29,2009,06,0.40,0.69,0.73,0.42,0.77,0.40
2009,07,29,2009,07,0.42,0.69,0.57,0.37,0.69,0.37
2009,07,29,2009,08,0.38,0.46,0.38,0.37,0.42,0.37
2009,07,29,2009,09,0.34,0.33,0.32,0.34,0.33,0.35
2009,07,29,2009,10,0.30,0.28,0.28,0.29,0.29,0.30
2009,07,29,2009,11,0.30,0.27,0.27,0.28,0.28,0.29
2009,07,29,2009,12,0.29,0.26,0.26,0.28,0.27,0.28
2009,07,29,2009,13,0.24,0.23,0.23,0.24,0.24,0.24
2009,07,29,2009,14,0.22,0.20,0.20,0.21,0.21,0.21
2009,07,29,2009,15,0.23,0.21,0.20,0.21,0.21,0.21
2009,07,29,2009,16,0.19,0.18,0.18,0.19,0.19,0.18
2009,07,29,2009,17,0.21,0.20,0.19,0.20,0.20,0.20
2009,07,29,2009,18,0.29,0.28,0.25,0.27,0.27,0.28
2009,07,29,2009,19,0.36,0.34,0.32,0.34,0.32,0.33
2009,07,29,2009,20,0.32,0.33,0.33,0.31,0.30,0.28
2009,07,29,2009,21,0.32,0.32,0.32,0.30,0.31,0.29
2009,07,29,2009,22,0.34,0.38,0.41,0.32,0.32,0.31
2009,07,29,2009,23,0.37,0.48,0.52,0.34,0.42,0.33
2009,07,30,2009,00,0.38,0.53,0.57,0.37,0.58,0.35
2009,07,30,2009,01,0.39,0.58,0.60,0.40,0.66,0.35
2009,07,30,2009,02,0.39,0.61,0.62,0.44,0.68,0.38
2009,07,30,2009,03,0.41,0.64,0.66,0.46,0.72,0.39
2009,07,30,2009,04,0.39,0.67,0.67,0.47,0.74,0.41
2009,07,30,2009,05,0.45,0.69,0.70,0.48,0.76,0.44
2009,07,30,2009,06,0.47,0.72,0.73,0.49,0.80,0.45
2009,07,30,2009,07,0.36,0.68,0.54,0.37,0.70,0.36
2009,07,30,2009,08,0.34,0.44,0.35,0.35,0.45,0.35
2009,07,30,2009,09,0.33,0.35,0.34,0.35,0.34,0.34
2009,07,30,2009,10,0.26,0.23,0.23,0.24,0.25,0.25
2009,07,30,2009,11,0.25,0.22,0.22,0.23,0.23,0.24
2009,07,30,2009,12,0.24,0.21,0.21,0.23,0.23,0.23
2009,07,30,2009,13,0.22,0.20,0.20,0.21,0.21,0.22
2009,07,30,2009,14,0.19,0.17,0.17,0.19,0.18,0.19
2009,07,30,2009,15,0.16,0.15,0.15,0.16,0.16,0.16
2009,07,30,2009,16,0.16,0.15,0.15,0.16,0.16,0.16
2009,07,30,2009,17,0.15,0.15,0.14,0.15,0.15,0.15
2009,07,30,2009,18,0.14,0.14,0.13,0.13,0.14,0.13
2009,07,30,2009,19,0.21,0.20,0.18,0.19,0.20,0.19
2009,07,30,2009,20,0.32,0.30,0.30,0.30,0.29,0.30
2009,07,30,2009,21,0.34,0.32,0.35,0.33,0.31,0.32
2009,07,30,2009,22,0.34,0.32,0.36,0.34,0.32,0.31
2009,07,30,2009,23,0.31,0.41,0.39,0.35,0.45,0.30
2009,07,31,2009,00,0.29,0.47,0.44,0.33,0.52,0.28
2009,07,31,2009,01,0.29,0.49,0.51,0.32,0.57,0.28
2009,07,31,2009,02,0.34,0.52,0.52,0.34,0.58,0.33
2009,07,31,2009,03,0.34,0.55,0.55,0.36,0.61,0.32
2009,07,31,2009,04,0.32,0.59,0.57,0.41,0.65,0.31
2009,07,31,2009,05,0.32,0.59,0.60,0.36,0.69,0.32
2009,07,31,2009,06,0.31,0.62,0.62,0.38,0.71,0.30
2009,07,31,2009,07,0.31,0.65,0.54,0.33,0.65,0.27
2009,07,31,2009,08,0.28,0.43,0.31,0.27,0.41,0.27
2009,07,31,2009,09,0.26,0.25,0.24,0.25,0.24,0.26
2009,07,31,2009,10,0.21,0.20,0.20,0.20,0.21,0.21
2009,07,31,2009,11,0.19,0.18,0.18,0.19,0.19,0.19
2009,07,31,2009,12,0.17,0.15,0.15,0.16,0.16,0.17
2009,07,31,2009,13,0.15,0.13,0.13,0.14,0.14,0.14
2009,07,31,2009,14,0.14,0.14,0.14,0.14,0.14,0.14
2009,07,31,2009,15,0.13,0.12,0.12,0.12,0.13,0.12
2009,07,31,2009,16,0.13,0.12,0.12,0.12,0.13,0.12
2009,07,31,2009,17,0.16,0.15,0.14,0.15,0.15,0.15
2009,07,31,2009,18,0.17,0.17,0.15,0.17,0.16,0.16
2009,07,31,2009,19,0.20,0.19,0.18,0.19,0.19,0.18
2009,07,31,2009,20,0.25,0.23,0.23,0.23,0.23,0.23
2009,07,31,2009,21,0.26,0.24,0.23,0.24,0.23,0.24
2009,07,31,2009,22,0.26,0.25,0.24,0.25,0.24,0.22
2009,07,31,2009,23,0.25,0.30,0.24,0.26,0.24,0.22
2009,08,01,2009,00,0.28,0.33,0.25,0.27,0.29,0.24
2009,08,01,2009,01,0.28,0.30,0.26,0.27,0.32,0.23
2009,08,01,2009,02,0.29,0.37,0.28,0.27,0.40,0.24
2009,08,01,2009,03,0.29,0.39,0.27,0.28,0.34,0.25
2009,08,01,2009,04,0.30,0.41,0.31,0.29,0.34,0.26
2009,08,01,2009,05,0.30,0.48,0.47,0.31,0.51,0.28
2009,08,01,2009,06,0.33,0.49,0.41,0.32,0.59,0.31
2009,08,01,2009,07,0.36,0.47,0.33,0.31,0.57,0.28
2009,08,01,2009,08,0.27,0.30,0.25,0.25,0.39,0.25
2009,08,01,2009,09,0.22,0.20,0.20,0.20,0.20,0.20
2009,08,01,2009,10,0.19,0.16,0.17,0.17,0.17,0.17
2009,08,01,2009,11,0.17,0.15,0.15,0.16,0.15,0.15
2009,08,01,2009,12,0.15,0.13,0.14,0.14,0.14,0.14
2009,08,01,2009,13,0.14,0.14,0.13,0.14,0.13,0.13
2009,08,01,2009,14,0.14,0.13,0.13,0.13,0.14,0.13
2009,08,01,2009,15,0.13,0.12,0.12,0.12,0.13,0.12
2009,08,01,2009,16,0.13,0.13,0.12,0.13,0.13,0.12
2009,08,01,2009,17,0.13,0.13,0.12,0.13,0.13,0.12
2009,08,01,2009,18,0.13,0.13,0.12,0.12,0.12,0.12
2009,08,01,2009,19,0.13,0.13,0.12,0.12,0.12,0.12
2009,08,01,2009,20,0.15,0.14,0.14,0.14,0.14,0.13
2009,08,01,2009,21,0.18,0.20,0.17,0.18,0.17,0.15
2009,08,01,2009,22,0.18,0.25,0.23,0.19,0.23,0.17
2009,08,01,2009,23,0.20,0.30,0.28,0.20,0.32,0.18
2009,08,02,2009,00,0.20,0.32,0.28,0.20,0.37,0.17
2009,08,02,2009,01,0.19,0.35,0.26,0.23,0.42,0.15
2009,08,02,2009,02,0.17,0.35,0.32,0.18,0.42,0.15
2009,08,02,2009,03,0.16,0.36,0.35,0.20,0.42,0.15
2009,08,02,2009,04,0.17,0.38,0.35,0.21,0.46,0.15
2009,08,02,2009,05,0.18,0.39,0.33,0.22,0.46,0.16
2009,08,02,2009,06,0.19,0.38,0.32,0.19,0.47,0.17
2009,08,02,2009,07,0.22,0.43,0.35,0.22,0.47,0.20
2009,08,02,2009,08,0.24,0.29,0.24,0.22,0.34,0.22
2009,08,02,2009,09,0.23,0.21,0.21,0.20,0.24,0.20
2009,08,02,2009,10,0.17,0.15,0.14,0.15,0.18,0.15
2009,08,02,2009,11,0.14,0.13,0.13,0.13,0.13,0.13
2009,08,02,2009,12,0.14,0.13,0.13,0.13,0.14,0.13
2009,08,02,2009,13,0.14,0.14,0.13,0.14,0.15,0.14
2009,08,02,2009,14,0.15,0.15,0.14,0.14,0.18,0.14
2009,08,02,2009,15,0.18,0.15,0.15,0.15,0.21,0.16
2009,08,02,2009,16,0.15,0.14,0.13,0.14,0.14,0.14
2009,08,02,2009,17,0.15,0.15,0.13,0.14,0.15,0.14
2009,08,02,2009,18,0.25,0.34,0.22,0.23,0.27,0.20
2009,08,02,2009,19,0.33,0.81,0.40,0.30,0.81,0.28
2009,08,02,2009,20,0.30,0.42,0.37,0.34,0.38,0.30
2009,08,02,2009,21,0.33,0.35,0.40,0.44,0.30,0.29
2009,08,02,2009,22,0.29,0.37,0.32,0.35,0.28,0.26
2009,08,02,2009,23,0.26,0.41,0.35,0.27,0.33,0.25
2009,08,03,2009,00,0.28,0.53,0.56,0.28,0.42,0.26
2009,08,03,2009,01,0.31,0.34,0.50,0.29,0.27,0.28
2009,08,03,2009,02,0.35,0.49,0.54,0.39,0.36,0.36
2009,08,03,2009,03,0.41,0.63,0.65,0.58,0.58,0.48
2009,08,03,2009,04,0.37,0.74,0.78,0.57,0.64,0.46
2009,08,03,2009,05,0.36,0.77,0.80,0.47,0.69,0.40
2009,08,03,2009,06,0.36,0.78,0.80,0.48,0.73,0.43
2009,08,03,2009,07,0.38,0.74,0.64,0.41,0.72,0.40
2009,08,03,2009,08,0.36,0.52,0.40,0.40,0.52,0.38
2009,08,03,2009,09,0.35,0.36,0.33,0.34,0.33,0.35
2009,08,03,2009,10,0.32,0.30,0.29,0.31,0.29,0.31
2009,08,03,2009,11,0.28,0.25,0.25,0.26,0.26,0.27
2009,08,03,2009,12,0.25,0.21,0.21,0.23,0.23,0.24
2009,08,03,2009,13,0.22,0.19,0.19,0.20,0.20,0.21
2009,08,03,2009,14,0.21,0.17,0.18,0.19,0.18,0.19
2009,08,03,2009,15,0.28,0.23,0.22,0.24,0.23,0.24
2009,08,03,2009,16,0.27,0.23,0.22,0.23,0.25,0.24
2009,08,03,2009,17,0.36,0.32,0.33,0.34,0.35,0.33
2009,08,03,2009,18,0.50,0.63,0.54,0.50,0.84,0.55
2009,08,03,2009,19,0.43,0.42,0.38,0.40,0.47,0.40
2009,08,03,2009,20,0.52,0.45,0.44,0.47,0.46,0.47
2009,08,03,2009,21,0.49,0.46,0.44,0.45,0.51,0.41
2009,08,03,2009,22,0.38,0.43,0.41,0.37,0.44,0.32
2009,08,03,2009,23,0.27,0.52,0.43,0.35,0.63,0.30
2009,08,04,2009,00,0.30,0.55,0.53,0.33,0.62,0.30
2009,08,04,2009,01,0.33,0.61,0.62,0.32,0.68,0.31
2009,08,04,2009,02,0.38,0.51,0.53,0.38,0.59,0.37
2009,08,04,2009,03,0.49,0.55,0.53,0.46,0.59,0.46
2009,08,04,2009,04,0.45,0.66,0.57,0.44,0.77,0.43
2009,08,04,2009,05,0.36,0.69,0.69,0.38,0.79,0.32
2009,08,04,2009,06,0.32,0.68,0.67,0.34,0.77,0.29
2009,08,04,2009,07,0.34,0.66,0.57,0.31,0.71,0.27
2009,08,04,2009,08,0.29,0.46,0.37,0.29,0.49,0.28
2009,08,04,2009,09,0.31,0.33,0.31,0.31,0.30,0.30
2009,08,04,2009,10,0.28,0.28,0.28,0.28,0.27,0.28
2009,08,04,2009,11,0.27,0.24,0.24,0.25,0.25,0.25
2009,08,04,2009,12,0.22,0.20,0.21,0.21,0.22,0.22
2009,08,04,2009,13,0.18,0.17,0.17,0.18,0.19,0.17
2009,08,04,2009,14,0.19,0.19,0.19,0.19,0.20,0.19
2009,08,04,2009,15,0.17,0.16,0.17,0.17,0.17,0.17
2009,08,04,2009,16,0.19,0.17,0.17,0.17,0.17,0.17
2009,08,04,2009,17,0.19,0.19,0.18,0.19,0.18,0.18
2009,08,04,2009,18,0.16,0.16,0.15,0.15,0.15,0.14
2009,08,04,2009,19,0.23,0.23,0.20,0.20,0.21,0.20
2009,08,04,2009,20,0.30,0.30,0.30,0.30,0.30,0.26
2009,08,04,2009,21,0.28,0.39,0.32,0.33,0.44,0.25
2009,08,04,2009,22,0.27,0.45,0.33,0.29,0.54,0.25
2009,08,04,2009,23,0.27,0.43,0.30,0.30,0.54,0.26
2009,08,05,2009,00,0.27,0.38,0.29,0.28,0.52,0.24
2009,08,05,2009,01,0.27,0.42,0.33,0.27,0.53,0.24
2009,08,05,2009,02,0.27,0.45,0.44,0.26,0.56,0.25
2009,08,05,2009,03,0.23,0.48,0.46,0.27,0.58,0.22
2009,08,05,2009,04,0.21,0.48,0.49,0.26,0.58,0.23
2009,08,05,2009,05,0.27,0.46,0.42,0.28,0.56,0.26
2009,08,05,2009,06,0.23,0.45,0.41,0.26,0.55,0.26
2009,08,05,2009,07,0.25,0.43,0.34,0.24,0.54,0.23
2009,08,05,2009,08,0.22,0.27,0.22,0.22,0.32,0.24
2009,08,05,2009,09,0.20,0.20,0.19,0.20,0.21,0.21
2009,08,05,2009,10,0.22,0.20,0.21,0.21,0.22,0.22
2009,08,05,2009,11,0.19,0.16,0.17,0.17,0.17,0.17
2009,08,05,2009,12,0.17,0.14,0.15,0.16,0.16,0.16
2009,08,05,2009,13,0.15,0.14,0.14,0.14,0.15,0.15
2009,08,05,2009,14,0.15,0.13,0.13,0.14,0.14,0.14
2009,08,05,2009,15,0.20,0.16,0.15,0.16,0.18,0.17
2009,08,05,2009,16,0.24,0.22,0.21,0.22,0.22,0.22
2009,08,05,2009,17,0.26,0.24,0.23,0.24,0.24,0.24
2009,08,05,2009,18,0.28,0.26,0.25,0.26,0.27,0.26
2009,08,05,2009,19,0.32,0.31,0.31,0.31,0.34,0.32
2009,08,05,2009,20,0.52,0.67,0.57,0.54,0.66,0.56
2009,08,05,2009,21,0.64,0.65,0.64,0.62,0.65,0.63
2009,08,05,2009,22,0.63,0.61,0.60,0.59,0.65,0.61
2009,08,05,2009,23,0.61,0.59,0.53,0.56,0.63,0.58
2009,08,06,2009,00,0.57,0.67,0.60,0.55,0.72,0.56
2009,08,06,2009,01,0.64,0.65,0.61,0.61,0.74,0.62
2009,08,06,2009,02,0.58,0.69,0.67,0.63,0.74,0.62
2009,08,06,2009,03,0.66,0.70,0.69,0.68,0.71,0.63
2009,08,06,2009,04,0.63,0.71,0.67,0.69,0.79,0.56
2009,08,06,2009,05,0.65,0.71,0.69,0.68,0.80,0.65
2009,08,06,2009,06,0.82,0.87,0.86,0.82,0.84,0.80
2009,08,06,2009,07,0.85,0.96,0.95,0.88,0.95,0.90
2009,08,06,2009,08,0.94,1.00,0.99,0.97,1.00,0.97
2009,08,06,2009,09,0.98,0.99,0.95,0.96,0.95,0.98
2009,08,06,2009,10,0.95,0.97,0.93,0.94,0.92,0.96
2009,08,06,2009,11,0.86,0.88,0.85,0.86,0.84,0.87
2009,08,06,2009,12,0.75,0.76,0.70,0.74,0.71,0.75
2009,08,06,2009,13,0.67,0.65,0.62,0.66,0.63,0.67
2009,08,06,2009,14,0.81,0.84,0.79,0.82,0.81,0.83
2009,08,06,2009,15,0.66,0.79,0.74,0.73,0.73,0.69
2009,08,06,2009,16,0.73,0.74,0.71,0.72,0.71,0.73
2009,08,06,2009,17,0.70,0.69,0.66,0.68,0.65,0.68
2009,08,06,2009,18,0.74,0.71,0.69,0.70,0.68,0.72
2009,08,06,2009,19,0.82,0.79,0.78,0.79,0.77,0.80
2009,08,06,2009,20,0.79,0.86,0.79,0.76,0.81,0.75
2009,08,06,2009,21,0.87,0.93,0.89,0.86,0.91,0.86
2009,08,06,2009,22,0.99,0.96,0.95,0.97,0.94,0.98
2009,08,06,2009,23,1.00,0.99,0.99,1.00,0.97,1.00
2009,08,07,2009,00,1.00,0.99,0.98,1.00,0.96,1.00
2009,08,07,2009,01,1.00,0.99,0.97,0.97,0.98,0.99
2009,08,07,2009,02,1.00,1.00,0.98,0.98,0.97,0.99
2009,08,07,2009,03,1.00,0.99,0.98,0.99,0.96,0.99
2009,08,07,2009,04,1.00,0.99,0.97,0.98,0.97,0.99
2009,08,07,2009,05,1.00,0.99,0.96,0.96,0.97,0.95
2009,08,07,2009,06,0.99,0.99,0.98,0.95,0.98,0.96
2009,08,07,2009,07,0.98,0.98,0.94,0.95,0.95,0.96
2009,08,07,2009,08,1.00,0.97,0.95,0.97,0.94,0.99
2009,08,07,2009,09,1.00,0.99,0.98,1.00,0.97,1.00
2009,08,07,2009,10,1.00,0.98,0.97,0.99,0.96,1.00
2009,08,07,2009,11,1.00,0.98,0.97,0.99,0.95,1.00
2009,08,07,2009,12,1.00,0.98,0.96,0.99,0.95,1.00
2009,08,07,2009,13,1.00,0.97,0.94,0.97,0.94,0.99
2009,08,07,2009,14,1.00,0.97,0.96,0.98,0.94,0.99
2009,08,07,2009,15,0.99,0.97,0.95,0.97,0.94,0.98
2009,08,07,2009,16,0.99,0.96,0.95,0.97,0.93,0.98
2009,08,07,2009,17,1.00,0.98,0.97,0.99,0.95,1.00
2009,08,07,2009,18,1.00,0.98,0.98,0.99,0.96,1.00
2009,08,07,2009,19,1.00,0.99,0.99,1.00,0.97,1.00
2009,08,07,2009,20,1.00,1.00,1.00,1.00,0.98,1.00
2009,08,07,2009,21,1.00,1.00,1.00,1.00,0.98,1.00
2009,08,07,2009,22,1.00,1.00,1.00,1.00,0.99,1.00
2009,08,07,2009,23,1.00,1.00,1.00,1.00,0.98,1.00
2009,08,08,2009,00,1.00,1.00,1.00,1.00,0.99,1.00
2009,08,08,2009,01,1.00,1.00,1.00,1.00,0.98,1.00
2009,08,08,2009,02,1.00,1.00,1.00,1.00,0.99,1.00
2009,08,08,2009,03,1.00,1.00,1.00,1.00,0.99,1.00
2009,08,08,2009,04,1.00,1.00,1.00,1.00,0.99,1.00
2009,08,08,2009,05,1.00,1.00,1.00,1.00,0.99,1.00
2009,08,08,2009,06,1.00,1.00,1.00,1.00,0.99,1.00
2009,08,08,2009,07,1.00,1.00,1.00,1.00,0.98,1.00
2009,08,08,2009,08,1.00,1.00,1.00,1.00,0.98,1.00
2009,08,08,2009,09,1.00,0.99,0.98,1.00,0.96,1.00
2009,08,08,2009,10,1.00,0.98,0.97,0.99,0.95,1.00
